(835,  768.67) 
(836,  764.93) 
(837,  761.20) 
(838,  757.47) 
(839,  753.73) 
(840,  750.00) 
(840,  750.00) 
(841,  745.88) 
(842,  741.76) 
(843,  737.65) 
(844,  733.53) 
(845,  729.41) 
(846,  725.29) 
(847,  721.18) 
(848,  717.06) 
(849,  712.94) 
(850,  708.82) 
(851,  704.71) 
(852,  700.59) 
(853,  696.47) 
(854,  692.35) 
(855,  688.24) 
(856,  684.12) 
(857,  680.00) 
(858,  675.88) 
(859,  671.76) 
(860,  667.65) 
(861,  663.53) 
(862,  659.41) 
(863,  655.29) 
(864,  651.18) 
(865,  647.06) 
(866,  642.94) 
(867,  638.82) 
(868,  634.71) 
(869,  630.59) 
(870,  626.47) 
(871,  622.35) 
(872,  618.24) 
(873,  614.12) 
(874,  610.00) 
(874,  610.00) 
(875,  605.47) 
(876,  600.95) 
(877,  596.42) 
(878,  591.89) 
(879,  587.37) 
(880,  582.84) 
(881,  578.32) 
(882,  573.79) 
(883,  569.26) 
(884,  564.74) 
(885,  560.21) 
(886,  555.68) 
(887,  551.16) 
(888,  546.63) 
(889,  542.11) 
(890,  537.58) 
(891,  533.05) 
(892,  528.53) 
(893,  524.00) 
(894,  519.47) 
(895,  514.95) 
(896,  510.42) 
(897,  505.89) 
(898,  501.37) 
(899,  496.84) 
(900,  492.32) 
(901,  487.79) 
(902,  483.26) 
(903,  478.74) 
(904,  474.21) 
(905,  469.68) 
(906,  465.16) 
(907,  460.63) 
(908,  456.11) 
(909,  451.58) 
(910,  447.05) 
(911,  442.53) 
(912,  438.00) 
(912,  438.00) 
(913,  433.19) 
(914,  428.38) 
(915,  423.57) 
(916,  418.76) 
(917,  413.95) 
(918,  409.14) 
(919,  404.33) 
(920,  399.52) 
(921,  394.71) 
(922,  389.90) 
(923,  385.10) 
(924,  380.29) 
(925,  375.48) 
(926,  370.67) 
(927,  365.86) 
(928,  361.05) 
(929,  356.24) 
(930,  351.43) 
(931,  346.62) 
(932,  341.81) 
(933,  337.00) 
(934,  332.19) 
(935,  327.38) 
(936,  322.57) 
(937,  317.76) 
(938,  312.95) 
(939,  308.14) 
(940,  303.33) 
(941,  298.52) 
(942,  293.71) 
(943,  288.90) 
(944,  284.10) 
(945,  279.29) 
(946,  274.48) 
(947,  269.67) 
(948,  264.86) 
(949,  260.05) 
(950,  255.24) 
(951,  250.43) 
(952,  245.62) 
(953,  240.81) 
(954,  236.00) 
(954,  236.00) 
(955,  230.87) 
(956,  225.74) 
(957,  220.61) 
(958,  215.48) 
(959,  210.35) 
(960,  205.22) 
(961,  200.09) 
(962,  194.96) 
(963,  189.83) 
(964,  184.70) 
(965,  179.57) 
(966,  174.43) 
(967,  169.30) 
(968,  164.17) 
(969,  159.04) 
(970,  153.91) 
(971,  148.78) 
(972,  143.65) 
(973,  138.52) 
(974,  133.39) 
(975,  128.26) 
(976,  123.13) 
(977,  118.00) 
(978,  112.87) 
(979,  107.74) 
(980,  102.61) 
(981,  97.48) 
(982,  92.35) 
(983,  87.22) 
(984,  82.09) 
(985,  76.96) 
(986,  71.83) 
(987,  66.70) 
(988,  61.57) 
(989,  56.43) 
(990,  51.30) 
(991,  46.17) 
(992,  41.04) 
(993,  35.91) 
(994,  30.78) 
(995,  25.65) 
(996,  20.52) 
(997,  15.39) 
(998,  10.26) 
(999,  5.13) 
(1000,  -0.00) 
